PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,CabinNo,MinDistanceToLifeboat,AgeGroup,Survived,Embarked
57,3,male,11,2,0,206.86,519,612,child,1,C
60,3,female,58,1,0,205.64,520,110,old,1,S
38,3,female,19,0,2,205.17,521,384,child,1,Q
153,3,female,64,4,0,205.15,522,832,old,0,S
265,2,female,30,4,0,204.58,523,760,adult,1,C
683,2,female,14,2,0,204.53,524,190,child,1,Q
588,1,female,78,0,2,204.61,525,489,old,0,S
101,3,female,16,0,1,202.37,526,693,child,1,Q
226,2,male,17,1,2,202.84,527,425,child,1,Q
585,1,female,43,3,1,202.52,528,404,adult,1,Q
600,1,male,34,1,1,202.32,529,334,adult,1,S
341,1,female,21,3,0,202.02,530,208,adult,1,Q
384,2,female,52,4,2,200.84,531,21,old,0,S
467,1,male,25,0,1,201.61,532,677,adult,0,C
279,1,female,65,4,1,199.91,533,610,old,0,S
185,1,male,2,0,1,199.53,534,207,child,1,C
567,1,male,73,4,1,198.79,535,7,old,0,S
692,1,female,71,1,1,198.74,536,701,old,0,Q
73,2,male,79,0,0,197.66,537,686,old,0,S
448,3,male,5,3,0,195.91,538,784,child,1,Q
562,2,male,10,1,2,196.39,539,528,child,1,C
338,2,male,1,0,0,195.93,540,601,child,1,S
693,3,female,77,2,1,194.88,541,652,old,0,Q
752,1,male,73,2,2,196.88,542,656,old,0,C
381,2,female,2,0,1,195.24,543,165,child,1,C
321,1,female,5,0,1,195.78,544,848,child,1,S
570,1,male,0,2,1,195.77,545,495,child,1,C
563,1,female,9,3,2,193.87,546,589,child,1,Q
790,2,male,59,0,1,191.91,547,428,old,0,C
137,2,male,9,3,0,191.28,548,773,child,1,C
705,2,male,25,2,2,190.31,549,162,adult,0,Q
158,1,female,48,3,2,190.18,550,365,adult,1,C
194,1,female,60,0,0,189.94,551,525,old,0,C
372,3,female,45,3,1,187.04,552,238,adult,1,C
55,2,male,43,4,0,186.57,553,71,adult,0,C
376,2,male,78,3,0,186.48,554,444,old,0,Q
146,3,male,29,0,0,185.34,555,654,adult,0,C
273,1,male,30,2,0,186.99,556,821,adult,0,Q
21,1,male,25,2,2,186.18,557,508,adult,0,C
565,3,male,13,4,1,184.0,558,794,child,1,C
791,1,male,38,1,2,185.9,559,268,adult,0,C
587,3,female,27,0,2,182.49,560,752,adult,1,C
579,1,female,27,0,2,184.13,561,414,adult,1,Q
764,2,male,67,0,2,182.77,562,244,old,0,Q
455,1,male,7,2,0,183.47,563,674,child,1,Q
459,2,male,61,3,2,181.39,564,59,old,0,S
476,1,female,24,3,0,181.62,565,5,adult,1,C
211,1,female,24,3,0,181.3,566,708,adult,1,C
489,3,male,21,3,0,176.79,567,981,adult,0,Q
8,2,female,9,2,0,177.63,568,569,child,1,S
178,2,female,71,1,2,177.44,569,816,old,0,C
382,3,female,63,2,2,175.46,570,406,old,0,Q
397,2,male,47,1,0,175.75,571,216,adult,1,C
275,1,male,77,2,2,175.68,572,929,old,0,C
500,3,female,78,4,1,172.69,573,25,old,0,Q
353,3,female,68,1,1,172.43,574,814,old,1,Q
120,2,female,65,3,1,172.08,575,4,old,0,C
288,2,female,29,0,0,171.53,576,985,adult,0,C
252,3,male,40,4,1,167.13,577,531,adult,0,Q
664,2,male,12,3,2,167.92,578,389,child,1,C
451,1,female,72,1,1,168.17,579,709,old,0,C
256,3,male,41,4,2,165.27,580,570,adult,1,Q
223,2,female,71,4,0,164.83,581,447,old,0,C
676,3,male,0,3,1,163.3,582,753,child,1,C
671,1,male,18,2,0,164.93,583,145,child,1,S
167,2,male,55,1,1,163.87,584,387,old,0,Q
63,2,female,16,1,0,163.82,585,784,child,1,S
485,1,female,50,0,1,164.33,586,248,adult,1,S
597,3,female,25,0,1,162.26,587,525,adult,1,S
241,1,female,39,4,0,163.24,588,461,adult,1,C
792,3,female,73,0,1,160.03,589,12,old,0,C
769,1,male,44,3,2,161.83,590,902,adult,0,S
663,1,male,47,3,1,160.81,591,383,adult,0,S
19,2,female,52,4,0,159.74,592,555,old,0,S
138,3,female,29,1,0,156.37,593,886,adult,1,C
474,1,female,11,2,2,157.15,594,398,child,1,S
463,1,female,3,2,0,156.72,595,18,child,1,S
133,1,male,61,2,1,156.6,596,574,old,0,Q
392,3,male,77,4,2,154.48,597,490,old,0,Q
151,2,male,24,0,2,153.74,598,750,adult,1,C
532,2,male,25,4,2,151.45,599,418,adult,1,Q
386,2,female,59,0,0,150.34,600,336,old,1,Q
421,3,female,45,2,1,149.2,601,418,adult,1,Q
542,2,male,40,3,1,149.12,602,914,adult,0,C
623,2,female,51,3,1,147.89,603,915,old,0,Q
98,3,male,38,1,1,146.42,604,611,adult,0,C
449,3,female,8,3,2,144.38,605,674,child,1,S
799,3,male,46,3,2,144.31,606,927,adult,0,Q
176,1,female,3,4,2,144.35,607,121,child,1,C
189,2,male,53,4,0,143.13,608,431,old,0,Q
191,1,male,48,3,1,143.04,609,43,adult,1,S
488,1,female,17,0,0,142.41,610,871,child,1,C
637,1,female,29,3,2,140.59,611,919,adult,1,C
590,2,male,60,4,0,137.68,612,316,old,0,C
439,3,female,65,0,2,135.99,613,380,old,0,S
81,3,male,25,2,2,135.45,614,144,adult,0,S
175,3,male,51,2,2,134.94,615,326,old,0,S
132,1,female,61,1,2,136.2,616,362,old,0,C
390,1,male,14,0,2,135.22,617,49,child,1,S
746,3,male,1,2,2,131.64,618,64,child,1,Q
327,1,male,25,3,2,133.28,619,354,adult,0,S
272,2,female,38,3,0,132.07,620,799,adult,1,C
261,1,female,6,0,2,132.26,621,163,child,1,Q
82,1,male,46,4,2,131.4,622,140,adult,1,S
487,2,female,69,4,2,130.35,623,965,old,0,Q
743,3,female,35,3,1,123.82,624,825,adult,1,Q
64,2,male,73,3,2,124.45,625,127,old,0,C
362,3,male,63,2,0,123.0,626,397,old,0,Q
111,3,male,54,1,2,122.76,627,932,old,0,Q
450,1,male,5,1,2,124.32,628,879,child,1,C
554,1,female,39,1,2,124.2,629,462,adult,1,C
247,3,male,79,1,2,121.77,630,750,old,0,C
16,1,male,53,0,1,123.55,631,835,old,0,Q
619,2,male,43,4,2,120.91,632,807,adult,1,Q
115,1,male,24,2,0,120.84,633,186,adult,0,Q
46,3,male,16,1,1,117.92,634,719,child,1,C
522,1,male,5,0,1,119.33,635,731,child,1,S
345,1,female,55,3,1,118.61,636,911,old,1,Q
181,1,male,53,1,1,118.61,637,189,old,0,S
787,1,female,49,2,0,118.22,638,387,adult,1,C
635,2,female,42,0,1,116.97,639,428,adult,1,Q
757,1,male,62,0,0,116.46,640,857,old,0,S
444,1,female,48,4,0,116.38,641,283,adult,1,Q
50,2,male,41,2,0,115.32,642,863,adult,0,Q
215,2,male,78,1,2,115.03,643,236,old,0,Q
378,1,female,45,2,1,116.02,644,193,adult,1,S
349,1,female,58,2,2,115.67,645,286,old,0,C
484,2,female,31,2,2,114.27,646,770,adult,1,Q
333,1,male,14,1,0,114.87,647,757,child,1,C
420,2,male,75,3,0,113.33,648,135,old,0,C
543,3,male,61,0,0,112.28,649,791,old,1,S
785,3,female,36,2,2,111.94,650,782,adult,1,S
583,3,male,36,1,1,111.92,651,170,adult,1,C
278,3,male,38,3,1,110.99,652,158,adult,0,Q
131,3,male,28,2,1,110.52,653,200,adult,1,S
161,3,male,58,4,0,110.07,654,486,old,0,Q
300,2,female,63,2,2,110.51,655,556,old,0,Q
395,1,male,8,3,2,111.41,656,961,child,1,Q
366,2,male,17,4,0,110.3,657,775,child,1,C
499,2,female,62,2,2,110.12,658,582,old,1,Q
645,3,male,67,1,0,108.8,659,503,old,0,C
756,3,female,70,3,0,108.55,660,875,old,1,C
160,3,female,11,3,0,108.55,661,370,child,1,Q
718,1,male,42,3,0,110.37,662,102,adult,0,Q
530,1,female,20,0,1,110.0,663,124,child,1,Q
415,2,female,7,0,2,108.82,664,312,child,1,Q
266,2,male,22,0,1,103.94,665,975,adult,1,C
298,2,female,19,2,0,103.12,666,994,child,1,Q
166,1,male,38,3,2,103.78,667,797,adult,0,Q
263,3,female,44,1,1,101.66,668,457,adult,1,C
602,3,female,58,1,2,100.88,669,229,old,0,S
28,3,male,58,2,0,98.32,670,657,old,0,S
546,2,female,1,2,2,99.03,671,881,child,1,C
205,2,male,10,1,1,98.26,672,196,child,1,S
78,3,male,14,2,0,97.1,673,884,child,1,C
49,2,female,42,3,0,96.19,674,732,adult,1,Q
329,1,male,28,1,1,95.18,675,422,adult,1,Q
311,1,female,46,0,2,94.18,676,571,adult,1,S
201,1,female,12,4,1,94.17,677,609,child,1,Q
726,1,male,74,1,0,93.84,678,170,old,0,S
794,1,female,18,2,1,93.17,679,381,child,1,S
486,2,male,43,1,2,91.56,680,172,adult,0,Q
773,1,female,20,3,1,92.16,681,662,child,1,Q
4,3,female,39,0,2,90.02,682,452,adult,1,S
781,1,female,23,2,2,91.1,683,349,adult,1,Q
262,2,female,4,0,2,89.48,684,901,child,1,C
589,3,male,5,0,0,87.4,685,951,child,1,Q
204,2,male,13,3,0,87.57,686,633,child,1,Q
217,2,male,24,4,1,86.71,687,493,adult,1,C
87,3,female,16,4,1,84.93,688,619,child,1,Q
784,2,female,25,4,2,85.83,689,3,adult,1,Q
634,2,male,54,1,2,83.32,690,92,old,0,S
184,1,male,40,4,2,82.81,691,918,adult,1,Q
409,3,female,37,3,1,80.18,692,5,adult,1,Q
113,1,male,14,1,2,82.09,693,287,child,1,C
309,3,male,13,3,2,79.95,694,617,child,1,S
122,3,male,41,1,1,79.89,695,145,adult,0,S
214,1,female,8,4,1,79.06,696,782,child,1,S
35,3,female,55,0,0,76.45,697,423,old,0,Q
688,1,female,48,4,1,77.17,698,889,adult,1,S
610,2,male,42,2,0,74.75,699,607,adult,0,C
197,3,male,61,0,2,72.88,700,456,old,0,S
677,1,male,53,2,2,74.25,701,740,old,0,C
531,3,female,14,3,0,71.59,702,201,child,1,S
177,3,female,58,2,0,70.57,703,211,old,0,S
230,3,female,47,1,0,70.07,704,5,adult,1,C
763,1,male,35,2,0,71.87,705,623,adult,0,S
755,2,male,30,3,2,70.5,706,375,adult,1,S
208,3,female,28,4,2,68.89,707,890,adult,1,S
480,3,female,44,3,2,68.61,708,446,adult,1,Q
209,1,male,8,2,1,70.45,709,834,child,1,C
218,3,female,4,4,0,67.29,710,105,child,1,S
243,3,male,76,3,0,67.1,711,650,old,0,C
330,3,male,3,4,0,66.38,712,810,child,1,C
483,2,male,54,3,0,67.06,713,400,old,0,C
283,3,female,16,0,2,65.94,714,95,child,1,S
511,3,female,19,3,2,64.97,715,387,child,1,S
426,3,male,19,3,0,63.76,716,958,child,1,C
782,1,female,79,1,0,65.05,717,451,old,0,Q
707,3,male,11,3,1,62.84,718,848,child,1,C
40,3,male,72,2,1,62.25,719,808,old,0,Q
573,3,female,7,0,2,59.62,720,978,child,1,C
294,1,female,78,3,2,59.33,721,900,old,0,C
800,3,male,48,3,2,57.04,722,415,adult,0,C
206,3,female,55,4,1,56.87,723,725,old,0,S
234,2,male,76,0,0,56.5,724,503,old,0,Q
141,3,female,64,1,0,55.26,725,453,old,0,Q
650,3,male,79,2,0,54.89,726,290,old,0,C
739,2,female,27,2,2,55.19,727,533,adult,1,S
572,1,female,19,4,0,55.42,728,192,child,1,S
94,3,male,8,1,1,53.07,729,979,child,1,Q
317,2,female,6,3,0,53.77,730,149,child,1,S
274,2,female,1,1,0,49.64,731,879,child,1,Q
355,1,female,0,3,0,49.83,732,758,child,1,Q
670,3,male,3,1,0,47.77,733,778,child,1,Q
737,3,female,26,1,0,46.93,734,972,adult,1,S
453,2,female,40,3,2,46.46,735,762,adult,1,Q
374,2,female,52,1,2,46.21,736,514,old,0,Q
777,3,male,14,0,2,45.04,737,392,child,1,C
441,2,male,45,3,2,45.96,738,315,adult,0,Q
797,1,female,54,2,2,45.88,739,75,old,0,Q
277,3,male,11,0,0,43.67,740,598,child,1,C
302,1,female,11,3,2,44.65,741,269,child,1,C
313,3,female,75,1,1,41.76,742,224,old,0,S
255,1,female,52,1,1,43.06,743,529,old,0,Q
558,1,female,44,2,0,42.61,744,112,adult,0,S
713,1,female,14,3,1,42.5,745,250,child,1,S
684,1,male,20,0,0,42.27,746,232,child,1,C
742,2,female,15,4,0,40.85,747,840,child,1,S
157,3,male,14,1,0,38.23,748,790,child,1,Q
626,2,male,7,3,0,39.14,749,713,child,1,C
11,3,female,25,1,1,37.87,750,82,adult,1,Q
723,1,female,14,2,1,37.86,751,124,child,1,Q
710,3,female,36,3,0,34.72,752,174,adult,1,C
96,1,female,71,3,1,36.39,753,68,old,0,Q
213,3,female,41,4,2,33.46,754,46,adult,0,C
775,1,male,25,1,0,35.14,755,883,adult,1,Q
165,2,female,69,4,1,33.46,756,255,old,1,C
369,2,male,26,1,2,32.51,757,726,adult,0,S
339,1,female,46,0,1,32.75,758,29,adult,1,Q
143,2,male,2,4,2,31.31,759,280,child,1,C
564,3,male,66,0,1,30.14,760,923,old,0,Q
574,1,male,42,2,1,31.83,761,993,adult,1,Q
76,2,male,24,3,2,30.51,762,236,adult,1,Q
17,2,male,64,1,0,29.76,763,247,old,0,C
150,1,male,36,2,1,30.18,764,367,adult,1,S
556,2,female,55,2,2,28.89,765,494,old,1,S
719,1,male,20,3,2,28.64,766,24,child,1,S
544,1,male,59,4,2,28.46,767,585,old,0,C
401,2,female,71,1,1,24.93,768,717,old,0,S
135,3,female,15,2,0,23.82,769,489,child,1,C
95,1,male,47,4,1,23.72,770,493,adult,1,Q
419,3,male,16,0,2,21.55,771,313,child,1,Q
371,2,male,59,4,2,22.15,772,605,old,0,S
108,3,female,36,2,0,21.15,773,374,adult,1,C
212,1,male,75,4,2,22.84,774,638,old,0,Q
503,3,female,48,2,0,18.43,775,936,adult,1,C
725,1,female,35,3,2,19.86,776,24,adult,1,C
188,3,male,4,2,2,17.69,777,333,child,1,Q
264,3,male,57,3,2,17.25,778,354,old,0,C
788,2,female,23,3,0,17.61,779,115,adult,1,Q
228,3,male,36,4,0,15.36,780,47,adult,1,Q
373,3,female,16,2,2,15.24,781,737,child,1,Q
672,3,female,69,0,2,15.2,782,777,old,0,C
582,3,male,75,0,2,14.64,783,98,old,0,Q
541,2,male,37,4,2,15.08,784,458,adult,0,C
673,1,female,12,3,1,15.91,785,522,child,1,Q
538,2,male,1,1,1,14.0,786,596,child,1,Q
51,2,female,24,4,0,13.83,787,404,adult,1,S
52,1,female,38,1,2,14.42,788,213,adult,1,S
162,3,female,36,3,0,12.35,789,684,adult,1,S
669,1,male,67,2,1,14.17,790,902,old,0,C
291,2,male,62,2,1,13.05,791,502,old,0,C
462,1,male,79,3,1,13.94,792,720,old,0,Q
423,1,male,78,2,2,13.05,793,447,old,0,Q
783,2,male,48,3,1,11.65,794,893,adult,0,Q
335,3,female,28,1,2,10.63,795,575,adult,1,Q
435,2,female,32,4,2,11.27,796,257,adult,1,C
660,2,male,72,1,2,10.14,797,843,old,0,Q
679,1,male,14,3,1,9.95,798,120,child,1,Q
328,2,male,45,2,1,8.27,799,809,adult,0,S
85,1,male,15,0,2,7.47,800,977,child,1,Q
